#{"t_start": 1759134182.9294481, "env_id": "KinematicCar-v0"}
r,l,t
-24.928101,500,386.647348
-31.397051,500,387.69646
-24.496169,500,388.747372
-27.054504,500,389.828648
-13.708235,500,390.880267
-26.597503,500,391.927463
-18.563929,500,393.018819
-108.185282,500,394.060758
-26.389232,500,395.114367
-30.764697,500,396.153558
-37.087225,500,397.193666
-66.061761,500,398.226746
-25.586464,500,399.732246
-28.212509,500,400.79687
-30.239089,500,401.828551
-15.555006,500,402.860753
-34.629115,500,403.909665
-48.603545,500,404.941401
-63.859995,500,405.993514
-76.746651,500,407.024822
-87.899301,500,408.059272
-29.073991,500,409.089152
-24.693869,500,410.151134
-42.672415,500,411.206996
-34.816611,500,412.243269
-26.290848,500,413.282171
-55.566204,500,414.322381
-26.810522,500,415.383217
-27.278276,500,416.424815
-30.440098,500,417.481635
8.863042,49,417.58522
-20.112656,500,418.624705
-26.883559,500,419.66464
