#{"t_start": 1758988399.1644824, "env_id": "KinematicCar-v0"}
r,l,t
-793.806971,400,243.952012
-727.491377,293,244.587184
-224.929262,64,244.734876
-821.517199,400,245.595672
-1161.821245,400,246.480886
-1029.669216,400,247.341804
-445.95529,142,247.668475
-1092.991256,400,248.551686
-1227.703983,400,249.464493
-840.302788,400,250.327991
-1289.280462,400,251.206407
-1312.764388,400,252.095874
-739.254673,349,252.854233
-867.543294,400,253.743053
-513.43861,206,254.199112
-589.871902,223,254.674693
-1047.252441,400,255.528592
-1204.47527,400,256.390628
-130.672468,35,256.465615
-781.180565,394,257.584921
-751.034187,400,258.493467
-1021.639706,400,259.409662
-664.108415,157,259.744785
-836.036716,400,260.617702
-982.40827,400,261.517781
-833.399468,400,262.425876
-289.454534,104,262.649072
-1097.051245,400,263.527985
-380.64052,59,263.674073
-184.721132,64,263.81466
-1076.912556,400,264.708365
-1186.884268,400,265.60126
-853.847594,400,266.46364
-1240.23886,400,267.321789
-137.934544,77,267.489489
-1319.444497,400,268.382083
-1159.798203,400,269.259941
-493.475099,226,269.749476
-1153.176182,400,270.662412
-523.915391,231,271.177123
-1149.77883,400,272.019802
-1163.640027,400,272.874249
-1481.814159,400,273.721646
-747.120654,230,274.225586
-976.0501,400,275.074452
-1280.284932,400,275.93294
-461.781234,255,276.486155
-761.917018,372,277.286775
-799.978271,400,278.139922
-953.36768,400,279.044412
-893.523998,400,280.187323
-1030.945655,400,281.06907
-1014.882507,400,281.944202
-27.434251,20,281.987586
-839.166785,400,282.8867
-1750.287317,400,283.743411
-463.413024,69,283.894073
-737.988511,400,284.764433
-1164.461195,400,285.633696
-1476.622434,400,286.494728
-1276.585953,400,287.367511
-607.663715,400,288.252406
-473.228892,182,288.660424
-891.777205,400,289.549428
-1614.502988,400,290.449719
-969.008564,400,291.335744
-1648.430418,400,292.214136
-1081.952518,400,293.069902
-907.996083,400,293.916782
-901.398101,400,294.844239
-1645.094756,400,295.700547
-326.302189,224,296.176013
-273.922774,50,296.282886
-1057.005719,400,297.148751
-1015.76114,400,298.023698
-766.903185,400,298.889242
-1197.840419,400,299.761159
-177.703499,137,300.058629
-1193.783473,400,300.922508
-813.850863,400,302.132358
-1018.099374,349,302.8944
-557.748839,400,303.796676
-1219.766211,400,304.712332
-827.858019,400,305.597854
-349.429646,90,305.80758
-768.821752,269,306.462743
-1156.740171,400,307.350897
-985.871845,400,308.268998
-95.921481,28,308.327773
-767.426088,203,308.778889
-1354.418793,400,309.674156
-1018.492854,400,310.554276
-679.487428,400,311.422281
-853.522155,400,312.293786
-1187.737471,400,313.170892
-986.956101,400,314.01992
-55.779347,28,314.079024
-734.870956,361,314.842242
-848.739962,400,315.702802
-1752.346766,400,316.555755
-1259.1223,400,317.416791
-35.588315,33,317.488514
-884.036285,290,318.128175
-964.760087,400,318.993482
-837.293642,400,319.877335
-635.648687,329,320.60288
-757.868135,400,321.509875
-870.435382,400,322.390065
-812.953156,400,323.263346
-1121.441982,400,324.534775
-660.605702,400,325.445233
-956.579085,400,326.31952
-1021.128412,400,327.22866
-859.190582,400,328.092257
-427.997786,256,328.668928
-1057.087548,400,329.56821
-1025.270121,400,330.496587
-844.898636,400,331.365876
-466.720952,236,331.88328
-798.837966,400,332.744778
-787.774175,400,333.589513
-406.076145,204,334.018448
-692.795226,151,334.339911
-888.210027,400,335.203975
-1010.691045,400,336.09619
-645.685208,232,336.60611
-735.038337,400,337.465211
-1232.606545,400,338.318044
-704.259416,293,338.945286
-264.11073,98,339.164742
-1054.019767,400,340.018973
-527.856464,108,340.273335
-988.664606,400,341.157005
-252.320531,60,341.286358
-1162.54842,400,342.164528
-910.024922,400,343.05876
-146.791475,42,343.154975
-747.702161,384,343.980708
-748.857166,400,344.82706
-1198.170072,400,345.72345
-41.651572,21,345.768558
-614.177411,161,346.118501
-980.982466,392,347.268131
-1933.726601,400,348.165475
-175.453341,79,348.337325
-885.767534,400,349.199567
-644.429469,400,350.065191
-909.972853,400,350.95586
-19.760643,16,350.990006
-677.291253,400,351.851422
-342.807996,135,352.151634
-507.66633,219,352.620919
-881.529766,400,353.475766
-605.165284,400,354.372788
-1559.454709,400,355.263369
-823.653044,400,356.127252
-711.682081,185,356.520137
-1066.631094,400,357.388278
-729.336757,282,358.005292
-820.565645,377,358.817898
-833.466201,400,359.662063
-768.106927,400,360.575038
-1317.662211,400,361.449068
-1170.520987,400,362.307025
-1009.310925,400,363.154163
-751.372508,400,364.01135
-710.20026,125,364.281272
-531.085229,234,364.784664
-551.331747,264,365.360705
-1199.004751,400,366.292101
-916.801923,400,367.168488
-709.172726,283,367.766495
-783.525762,400,368.934711
-1024.953413,400,369.811378
-871.983471,286,370.435353
-702.257222,400,371.356211
-1026.576757,400,372.245784
-1119.61534,351,373.021156
-928.104063,400,373.90705
-734.153698,400,374.776003
-1181.594556,400,375.636855
-1039.532505,400,376.501157
-839.505311,400,377.374815
-960.925245,400,378.259554
-955.745259,400,379.156655
-1009.696319,400,380.016193
-929.629301,400,380.886629
-994.037284,400,381.77106
-530.85216,203,382.228225
-249.260431,51,382.337607
-220.023509,131,382.62959
-408.105601,205,383.069095
-31.975193,23,383.118901
-57.914323,22,383.165676
-913.998655,400,384.026548
-1014.893798,400,384.909737
-325.110317,236,385.413564
-720.966286,400,386.270951
-1147.469047,400,387.143093
-772.641664,357,387.90616
-266.401687,51,388.02625
-91.74822,76,388.188086
-1344.129162,400,389.047531
-1111.636683,400,389.898535
-486.5826,226,390.410909
-889.669633,400,391.630057
-336.907937,111,391.886419
-875.079441,400,392.754782
-157.170033,40,392.841749
-230.720026,47,392.940892
-611.145069,349,393.704938
-643.704871,291,394.370424
-775.190091,400,395.240955
-334.338824,85,395.428017
-1201.026645,370,396.239951
-1377.096829,400,397.129474
-748.040268,344,397.881935
-1025.971346,364,398.679648
-981.840976,400,399.5595
-332.970263,130,399.851267
-897.583597,400,400.720759
-1362.242158,400,401.602978
-229.39905,55,401.724742
-1422.060135,400,402.662637
-856.240084,400,403.600542
-791.977846,400,404.510514
-348.43111,161,404.874445
-423.111989,217,405.364705
-831.666284,400,406.269406
-808.409913,400,407.141029
-727.591384,400,408.035155
-966.394904,400,408.952338
-714.275116,400,409.834247
-1011.702223,400,410.703848
-816.098267,400,411.577727
-774.327855,400,412.477556
-874.277218,400,413.714777
-339.06003,112,413.978235
-833.955344,327,414.715751
-863.85625,400,415.590261
-863.539569,400,416.453709
-1267.207862,400,417.33323
-612.657876,400,418.218929
-954.728217,400,419.071552
-816.200772,395,419.942704
-1018.081926,400,420.838043
-752.192499,400,421.689273
-467.128748,305,422.342361
-619.505597,400,423.215981
-634.306998,400,424.095043
-940.900875,328,424.798881
-619.897663,400,425.644171
-655.994953,400,426.520761
-788.149662,400,427.375283
-1132.48098,400,428.266872
-911.954256,282,428.869997
-805.562823,345,429.623055
-1342.420492,400,430.492166
-707.928703,400,431.345319
-840.479321,361,432.150672
-1005.153336,400,433.031027
-193.488063,67,433.179154
-610.611071,277,433.778677
-230.49717,44,433.873749
-478.682457,227,434.36809
-121.33388,32,434.43469
-895.445947,400,435.32548
