#{"t_start": 1759114962.6566603, "env_id": "KinematicCar-v0"}
r,l,t
-2425.355244,500,168.498966
-2932.195285,500,169.550567
-3565.206795,500,170.585626
-4714.126902,500,171.61818
-3238.56426,500,172.651325
-1909.540112,331,173.334475
-4859.522895,500,174.363206
-3114.099505,500,175.444361
-3752.090313,500,176.482428
-5136.295423,500,177.523117
-2767.091217,500,178.568203
-2703.728569,500,179.640452
-2649.357402,500,180.673163
-2372.684553,500,181.716411
-4659.337611,500,182.756879
-4548.684734,500,184.240285
-1890.939385,500,185.276608
-2819.380525,500,186.338751
-2820.302643,500,187.369491
-3669.59013,500,188.405047
-4729.889576,500,189.456934
-2385.333986,500,190.50098
-3234.344996,500,191.54469
-1807.966821,500,192.56894
-2860.682471,500,193.600627
-2269.235873,500,194.630213
-1237.141757,500,195.668592
-407.516067,112,195.898817
-3661.07801,500,196.931355
-4931.666809,500,197.963544
-2350.79306,500,198.99858
-2833.80178,500,200.0424
-2074.727627,500,201.072727
-1642.278852,500,202.097981
-2658.993556,500,203.135431
-7987.209892,500,204.173389
-2250.102815,500,205.624839
-4208.286655,500,206.639673
-4440.95693,500,207.657612
-1738.866881,500,208.68697
-3197.214207,500,209.729947
-3420.722746,500,210.774729
-1921.090225,500,211.812559
-1868.662556,500,212.855079
-2803.184169,500,213.895513
-2125.105733,500,214.935121
-3608.015321,500,215.981262
-1548.553004,500,217.011888
-4727.839852,500,218.042495
-3269.498362,500,219.081889
-3113.628843,500,220.129404
-2000.947588,500,221.174694
-1580.908909,500,222.203955
-1903.319197,500,223.22625
-2420.975201,500,224.256839
-2923.847571,500,225.290103
-3736.349347,500,226.781731
-4233.037314,500,227.828294
-652.505476,215,228.272834
-3744.587302,500,229.304499
-2916.001275,500,230.342912
-4076.172903,500,231.39063
-1843.995328,500,232.418034
-2304.194052,500,233.450296
-2786.661479,500,234.495377
-2001.29184,500,235.514935
-1639.249458,500,236.552715
-2160.436477,500,237.589473
-2758.674854,500,238.622049
-2125.635227,500,239.662679
-1798.095761,500,240.685657
-1898.351891,500,241.709418
-1738.720947,500,242.741012
-2844.773144,500,243.772162
-3307.947276,500,244.801614
-2688.82427,500,245.872977
-2723.155388,500,247.364445
-2383.97028,500,248.420758
-3379.272444,500,249.468693
-1495.599547,500,250.502359
-2134.632049,500,251.577084
-1421.390784,500,252.640441
-2874.700642,500,253.674085
-2714.55604,500,254.703464
-1445.251087,500,255.733717
-3459.079063,500,256.780849
-2342.512489,500,257.835025
-2830.484496,500,258.851508
-2258.804212,500,259.880546
-1655.975509,500,260.912322
-2394.151191,500,261.95049
-2851.375288,500,262.983873
-3289.232115,500,264.017268
-6137.499899,500,265.053361
-6242.079555,500,266.096493
-3768.335211,500,267.136775
-1885.342471,500,268.605033
-2866.738083,500,269.663506
-2833.2774,500,270.704934
-4002.915808,500,271.756504
-3536.914538,500,272.792302
-5306.95575,500,273.830514
-2775.882104,500,274.870949
-1557.353248,500,275.938131
-2819.594234,500,277.046589
-2427.448013,500,278.087466
-2566.82548,500,279.119527
-2157.853393,500,280.14875
-2646.386861,500,281.190005
-2103.671912,500,282.242944
-1789.59859,500,283.307429
-2044.537034,500,284.351311
-2608.052048,500,285.387247
-1901.621363,500,286.424733
-2595.462144,500,287.503617
-4077.430764,500,288.542828
-1574.072649,500,290.011173
-2030.790662,500,291.068105
-5912.553195,500,292.113139
-2093.704084,500,293.163769
-5036.826521,500,294.227155
-4997.241493,500,295.27026
-2233.725296,500,296.311866
-1853.37648,282,296.899425
-2164.654468,500,297.945097
-2308.662672,500,298.980393
-2721.20205,500,300.018475
-3718.594224,500,301.043309
-5596.245765,500,302.081308
-3162.767346,500,303.130429
-4026.093097,500,304.16774
-4069.738313,500,305.202659
-1770.633147,500,306.239035
-2550.19873,500,307.281744
-5376.547028,500,308.326794
-2244.550359,500,309.361206
-9464.600586,500,310.392905
-4130.022287,500,311.857734
-3546.6893,500,312.915041
-2083.707057,500,313.955602
-2867.387647,500,314.984303
-4797.9673,500,316.001586
-1729.259013,500,317.01423
-8589.870188,500,318.058956
-3415.908037,500,319.12723
-3024.265675,500,320.165617
-5773.521832,500,321.203099
-2271.450187,500,322.238203
-6152.191761,500,323.2853
-6311.495312,500,324.321712
-2093.969996,500,325.359655
-2281.85546,500,326.400992
-2480.784825,500,327.442398
-2015.073273,500,328.477905
-6483.959233,500,329.514096
-3054.507294,500,330.560504
-2323.948181,500,331.609073
-3349.809286,500,333.053809
-5030.900863,500,334.086706
-2104.836789,500,335.120517
-1732.599539,500,336.152265
-1774.939222,500,337.190106
-1634.995286,500,338.219709
-4594.036581,500,339.259291
-3385.913459,500,340.2851
-3443.783733,500,341.31476
-3169.672604,500,342.358264
-2648.658809,500,343.427424
-5476.021578,500,344.472352
-2203.970643,500,345.503106
-5361.349373,500,346.53914
-4486.569965,500,347.575417
-3094.565441,500,348.613801
-4220.687814,500,349.653909
-460.940851,89,349.839113
-4468.644152,500,350.882847
-3395.686608,500,351.921217
-4605.672805,500,353.399926
-3488.366033,500,354.432281
-2283.845671,500,355.486387
-3080.023541,500,356.519287
-2136.037942,500,357.555701
-4633.047843,500,358.60545
-5165.503876,500,359.65031
-4428.33598,500,360.695559
-6566.139056,500,361.742969
-5330.690523,500,362.786823
-4939.092837,500,363.83493
-3398.882327,500,364.88929
-6968.562388,500,365.92512
-4262.178856,500,366.998796
-1875.602294,500,368.04134
-3565.746046,500,369.097014
-1830.420018,500,370.132315
-5292.974923,500,371.171683
-1627.378998,500,372.204678
-8441.936486,500,373.235141
-3316.372386,500,374.718788
-3693.607769,500,375.759367
-5816.806464,500,376.802103
-4429.301425,500,377.831705
-2508.145808,500,378.882877
-3076.399637,500,379.941629
-1300.102711,218,380.392399
-4796.45555,500,381.427178
-6211.203057,500,382.486233
-3680.500451,500,383.526083
-3105.210775,500,384.593421
-8954.044382,500,385.632455
-3321.44122,500,386.670088
-3340.075034,500,387.739528
-1816.015185,500,388.777483
-1281.668372,500,389.832119
-4612.023856,500,390.880345
-4909.843461,500,391.945043
-5342.30554,500,392.985
-4837.206292,500,394.02581
-3992.893534,500,395.071664
-4621.789902,500,396.538563
-5671.618368,500,397.590231
-1969.151909,500,398.621597
-5320.153038,500,399.651621
-1964.616421,500,400.725844
-2124.560686,500,401.75709
-3041.770241,500,402.807915
-4620.520818,500,403.868888
-5190.831034,500,404.936039
-4847.727273,500,406.003588
-3140.321704,500,407.040202
-6221.866694,500,408.077925
-3929.981148,500,409.14316
-4982.767015,500,410.192858
-5228.526295,500,411.232352
-2209.702857,500,412.269698
-3767.19416,500,413.303038
-2948.925159,500,414.330229
-5086.689149,500,415.39001
-3083.83935,500,416.425836
