#{"t_start": 1759113540.3613212, "env_id": "KinematicCar-v0"}
r,l,t
-1570.492654,350,200.007579
-2820.866509,800,201.660031
-2332.392402,800,203.325553
-4477.766119,800,204.985985
-3148.927643,800,207.31133
-3709.820289,800,208.966694
-3237.040726,800,210.614933
-6839.799892,800,212.26603
-2213.324506,800,213.92262
-5780.041312,800,215.589719
-3807.71008,800,217.22816
-4237.285296,800,218.868912
-9166.732353,800,220.543571
-5132.926231,800,222.194206
-1755.963397,800,223.846519
-7591.197928,800,225.512351
-4158.161831,800,227.16267
-7941.066615,800,229.496358
-2876.10189,800,231.149343
-6654.323952,800,232.802745
-6942.352962,800,234.45085
-1769.764471,800,236.10975
-3087.138707,800,237.778242
-2148.382841,800,239.427024
-9316.624395,800,241.084481
-4376.222973,800,242.72389
-3037.612072,800,244.370793
-3393.246381,800,246.039989
-4233.877265,800,247.695252
-3587.536042,800,250.033823
-5346.677106,800,251.692538
-4381.74614,800,253.347742
-2882.518063,800,255.003428
-2747.949961,800,256.670376
-2829.607017,800,258.313735
-2155.496745,800,259.962209
-1999.376448,800,261.648794
-2435.596623,800,263.298908
-2908.547635,800,264.935445
-2158.762329,800,266.60114
-3249.106595,800,268.261997
-2277.698779,800,269.931015
-2274.383736,800,272.256782
-5109.464053,800,273.91634
-4054.490689,800,275.585914
-4348.459508,800,277.254169
-2750.213514,800,278.914997
-2235.327052,800,280.57052
-1347.373616,381,281.364087
-1905.209012,800,282.992065
-3087.099496,800,284.639128
-2615.269023,800,286.328306
-6046.445452,800,287.989132
-2308.94271,800,289.65556
-6395.520211,800,291.318463
-4068.677828,800,293.63113
-3735.883674,800,295.272153
-3738.566564,800,296.923748
-2349.768641,800,298.577942
-4623.060378,800,300.232097
-3410.897148,800,301.909571
-6467.072468,800,303.563564
-7761.990385,800,305.221146
-3662.612749,800,306.88499
-5846.374447,800,308.518707
-5573.667465,800,310.158952
-14889.703381,800,311.822973
-4156.897631,800,314.049119
-4412.398648,800,315.701888
-4893.19578,800,317.416464
-8538.662184,800,319.080024
-4126.618928,800,320.754252
-3503.808768,800,322.428198
-6873.825851,800,324.086631
-4504.682558,800,325.734678
-2707.058942,800,327.380605
-3556.233444,800,329.013466
-1491.925356,800,330.6548
-2636.63126,800,332.311426
-4656.16444,800,333.965613
